season,season_label,abbrev,name,conference,games,points,descents,pds0,pds1,drr,z_score,covid,playoff,presidents,in_progress,consistency_rating,sequence
20242025,2024-20,ANA,Anaheim Ducks,Western,82,80,30,0.44,0.0,0.4666666666666667,1.5157349541924918,False,False,False,False,0.0,"[2, 0, 2, 1, 0, 2, 0, 0, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2, 1, 0, 2, 0, 2, 0, 0, 1, 0, 0, 2, 2, 0, 2, 0, 0, 2, 2, 2, 0, 2, 1, 0, 0, 2, 0, 1, 0, 0, 2, 2, 2, 0, 2, 2, 2, 2, 1, 0, 2, 0, 2, 0, 0, 2, 0, 0, 2, 0, 1, 2, 0, 2, 2, 0, 2, 0, 0, 2, 2, 0, 0, 1, 1]"
20242025,2024-20,BOS,Boston Bruins,Eastern,82,76,26,0.47619047619047616,0.0,0.56,0.5398804680153886,False,False,False,False,33.333333333333336,"[0, 2, 2, 0, 2, 1, 0, 0, 2, 0, 0, 2, 2, 0, 2, 1, 2, 0, 1, 0, 2, 2, 0, 2, 0, 2, 2, 2, 2, 0, 0, 2, 2, 1, 2, 2, 0, 2, 0, 0, 0, 1, 0, 0, 2, 2, 1, 2, 0, 2, 2, 0, 0, 2, 2, 0, 0, 1, 1, 0, 2, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 1]"
20242025,2024-20,BUF,Buffalo Sabres,Eastern,82,79,22,0.42857142857142855,0.0,0.5454545454545454,-0.4359740181617146,False,False,False,False,66.66666666666667,"[0, 0, 0, 2, 1, 0, 2, 2, 2, 0, 0, 0, 2, 2, 2, 0, 2, 0, 2, 2, 2, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 1, 0, 2, 2, 0, 2, 0, 0, 2, 0, 0, 2, 2, 2, 2, 0, 2, 2, 0, 0, 1, 0, 0, 0, 2, 0, 2, 2, 0, 0, 2, 2, 2, 0, 2, 2, 2, 2, 2, 0, 1, 0, 0, 2]"
20242025,2024-20,CAR,Carolina Hurricanes,Eastern,82,99,22,0.3157894736842105,0.0,0.6818181818181818,-0.4359740181617146,False,True,False,False,66.66666666666667,"[0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 0, 1, 2, 2, 0, 0, 0, 2, 0, 2, 0, 2, 2, 0, 2, 0, 0, 2, 1, 2, 0, 2, 0, 2, 2, 1, 0, 2, 2, 2, 2, 1, 2, 2, 0, 0, 0, 2, 0, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 0, 0, 0, 1, 2, 0, 0, 0]"
20242025,2024-20,CBJ,Columbus Blue Jackets,Eastern,82,89,23,0.42105263157894735,0.0,0.6086956521739131,-0.19201039661743882,False,False,False,False,58.333333333333336,"[0, 2, 0, 2, 0, 2, 1, 2, 2, 0, 0, 1, 0, 0, 0, 2, 0, 2, 2, 2, 1, 2, 2, 0, 0, 0, 2, 0, 1, 1, 0, 0, 2, 1, 2, 2, 0, 2, 0, 2, 2, 2, 2, 2, 2, 1, 0, 2, 0, 2, 2, 2, 0, 0, 1, 0, 2, 2, 2, 2, 0, 0, 2, 0, 0, 0, 0, 1, 0, 2, 2, 0, 2, 0, 0, 0, 2, 2, 2, 2, 2, 2]"
20242025,2024-20,CGY,Calgary Flames,Western,82,96,25,0.47058823529411764,0.25,0.52,0.29591684647111277,False,False,False,False,41.66666666666667,"[2, 2, 2, 2, 1, 2, 0, 0, 0, 0, 2, 0, 2, 1, 1, 2, 0, 2, 2, 2, 2, 0, 1, 0, 0, 2, 1, 0, 2, 0, 2, 1, 1, 2, 2, 0, 2, 0, 0, 2, 2, 2, 0, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 1, 2, 2, 0, 0, 1, 2, 1, 2, 1, 0, 0, 2, 2, 2, 2, 0, 1, 2, 0, 2, 1, 2, 1, 2, 2, 2, 2]"
20242025,2024-20,CHI,Chicago Blackhawks,Western,82,61,23,0.6470588235294118,0.16666666666666666,0.391304347826087,-0.19201039661743882,False,False,False,False,58.333333333333336,"[0, 1, 2, 0, 2, 0, 0, 0, 0, 2, 0, 2, 2, 0, 0, 2, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 1, 2, 1, 1, 0, 2, 0, 0, 1, 2, 1, 0, 0, 0, 0, 2, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 2, 0, 2, 1, 2, 2]"
20242025,2024-20,COL,Colorado Avalanche,Western,82,102,22,0.2,0.0,0.8181818181818182,-0.4359740181617146,False,True,False,False,66.66666666666667,"[0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 2, 0, 2, 2, 2, 0, 2, 2, 2, 0, 2, 0, 0, 2, 0, 2, 2, 2, 0, 2, 0, 2, 2, 2, 2, 2, 2, 1, 2, 0, 2, 0, 2, 0, 2, 0, 1, 0, 2, 0, 2, 2, 0, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 2, 2, 0, 2, 0, 0, 2]"
20242025,2024-20,DAL,Dallas Stars,Western,82,106,20,0.3333333333333333,0.0,0.7,-0.9239012612502662,False,True,False,False,83.33333333333333,"[2, 2, 2, 2, 0, 2, 0, 2, 2, 0, 0, 2, 0, 2, 2, 2, 0, 2, 2, 0, 0, 2, 2, 2, 0, 0, 2, 0, 2, 2, 0, 0, 2, 1, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0, 0, 2, 0, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 0, 2, 2, 2, 2, 0, 2, 0, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 0, 1, 1, 0, 0, 0, 0]"
20242025,2024-20,DET,Detroit Red Wings,Eastern,82,86,20,0.5555555555555556,0.0,0.47368421052631576,-0.9239012612502662,False,False,False,False,83.33333333333333,"[0, 2, 0, 0, 2, 2, 2, 0, 1, 0, 2, 2, 0, 0, 2, 0, 0, 1, 2, 0, 2, 2, 0, 1, 1, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 2, 0, 0, 2, 1, 2, 2, 0, 0, 2, 2, 2, 1]"
